Ticker,Summary,Label,Confidence,URL
GME,I followed the meme-stock craze in 2021 but didn’t make a lot of money.,NEGATIVE,0.9995830655097961,https://finance.yahoo.com/news/my-meme-stock-fiasco-153417561.html
GME,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/meme-stocks-gain-steam-amc-164335352.html
GME,"Rent the Runway, C3.ai report better-than-expected results. Oil at US$72 after dropping roughly 10% this week to lowest level since January",NEGATIVE,0.9902663826942444,https://ca.finance.yahoo.com/news/after-hours-stock-movers-game-stop-rent-the-runway-c-3-ai-and-more-232228102.html
GME,Cohen and Furlong's experiment is proving to be a failure. Third quarter sales down 8.5% year over year,NEGATIVE,0.9997759461402893,https://finance.yahoo.com/news/the-game-stop-turnaround-promise-is-failing-111117027.html
GME,"Third quarter sales were $1.186 billion, compared to $1.297 billion in the prior year. SG&A as a percentage of sales was down on a sequential basis from 34.1%",NEGATIVE,0.9996192455291748,https://finance.yahoo.com/news/gamestop-reports-third-quarter-fiscal-210500302.html
GME,GME Resources insiders bought AU$100k worth of shares over the last year.,NEGATIVE,0.96634441614151,https://finance.yahoo.com/news/gme-resources-limited-asx-gme-223611770.html
GME,"Rent the Runway, C3.ai, Duckhorn report better-than-expected results. Here’s a round-up of other tech earnings reports:",NEGATIVE,0.9853072166442871,https://finance.yahoo.com/news/after-hours-stock-movers-game-stop-rent-the-runway-c-3-ai-and-more-232228102.html
GME,"Retail investors are more likely to focus on value stocks. AMC, Bed Bath & Beyond among worst-performing meme stocks this year",NEGATIVE,0.9997033476829529,https://finance.yahoo.com/news/morningstar-ceos-message-to-meme-stock-investors-162841912.html
GME,"Reported EPS is $-0.31, expectations were $-0.28.",NEGATIVE,0.9898213148117065,https://finance.yahoo.com/news/gamestop-corp-nyse-gme-q3-183439060.html
GME,10 stocks to buy now in the Mark Cuban stock portfolio.,POSITIVE,0.8015463948249817,https://finance.yahoo.com/news/mark-cuban-stock-portfolio-10-211950824.html
TSLA,"Musk is ‘asleep at the wheel,’ ex-bull says. Tesla deliveries seen coming in at 410,000 to 415,000",NEGATIVE,0.9959589838981628,https://finance.yahoo.com/news/tesla-stock-bull-elon-musk-asleep-at-wheel-twitter-112621568.html
TSLA,EV maker's stock is trading at a 52-week low. Musk says he only sold Tesla shares recently to prepare for recession,NEGATIVE,0.9996263980865479,https://finance.yahoo.com/news/elon-musk-says-were-overdue-000126704.html
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/twitter-much-more-aggressively-managed-163244630.html
TSLA,Musk has offloaded shares worth $40 billion since late last year. Tesla shares are on course for their worst year since going public,NEGATIVE,0.9997126460075378,https://finance.yahoo.com/news/elon-musks-vow-hold-tesla-162049771.html
TSLA,Musk urges investors to ‘keep powder dry’. Tesla’s bankers are weighing new margin loans,NEGATIVE,0.9957268238067627,https://finance.yahoo.com/news/elon-musk-warns-against-margin-215641054.html
TSLA,Tesla earlier this month planned to suspend Model Y production. Shanghai plant is Tesla’s most productive manufacturing hub,NEGATIVE,0.6679105758666992,https://finance.yahoo.com/news/tesla-suspends-production-shanghai-plant-125122362.html
